,App,Category,Rating,Reviews,Size,Installs,Free,Price,Content Rating,Genres_1,Genres_2,Last Updated,Current Ver,Android Ver
5512,CT Sessions,MEDICAL,4,62,20000000,5000,TRUE,0,Everyone,Medical,nan,2014-12-15 00:00:00,2.2,2.3
5513,CT - DTC Lookup,TOOLS,4,41,986000,10000,TRUE,0,Everyone,Tools,nan,2013-07-26 00:00:00,3,3.0
5514,POCKET ATLAS OF CT HEAD,MEDICAL,4,22,18000000,10000,TRUE,0,Everyone,Medical,nan,2018-03-16 00:00:00,2.0,4.0.3
5515,Interactive CT & MRI Anat.Lite,MEDICAL,3,534,14000000,100000,TRUE,0,Everyone,Medical,nan,2012-07-30 00:00:00,1.2,2.2
5516,CT POSITIONING,MEDICAL,4,18,9300000,5000,TRUE,0,Everyone,Medical,nan,2018-10-03 00:00:00,2.0,4.0.3
5517,CT Cervical Spine,MEDICAL,5,5,17000000,1000,TRUE,0,Everyone,Medical,nan,2018-01-20 00:00:00,2.0,4.0
5518,CT MyChiroTown Mobile,MEDICAL,3,40,4000000,5000,TRUE,0,Everyone,Medical,nan,2015-07-07 00:00:00,4.1.0,2.3.3
5519,CT Lottery,FAMILY,3,271,8300000,50000,TRUE,0,Teen,Entertainment,nan,2017-12-06 00:00:00,1.2.0,4.0
5520,Permit Test Connecticut CT DMV,FAMILY,4,186,9600000,10000,TRUE,0,Everyone,Education,nan,2017-12-10 00:00:00,2.9.0,4.1
5521,I AM C.T.,HEALTH_AND_FITNESS,4,28,20000000,1000,TRUE,0,Mature 17+,Health & Fitness,nan,2017-04-27 00:00:00,1.0,4.0.3
5522,Solar CT PV System Power,PRODUCTIVITY,4,315,14000000,10000,TRUE,0,Everyone,Productivity,nan,2018-01-22 00:00:00,SolarCT 1.9 v,4.0
5523,CARDIAC CT TECHNIQUE,MEDICAL,5,6,17000000,1000,TRUE,0,Everyone,Medical,nan,2018-10-03 00:00:00,2.0,4.0.3
5524,HEAD TRAUMA CT EVALUATION,MEDICAL,4,18,13000000,10000,TRUE,0,Everyone,Medical,nan,2018-03-16 00:00:00,2.0,4.0.3
5525,CT Scan Cross Sectional Anatomy,MEDICAL,4,10,46000000,100,TRUE,0,Everyone,Medical,nan,2018-07-19 00:00:00,5.0.16,4.1
5526,Remote CT - Smart Remote,TOOLS,3,3988,11000000,1000000,TRUE,0,Everyone,Tools,nan,2015-12-22 00:00:00,1.0.5,4.4
5527,CT-REMOTE,GAME,3,19,1600000,100,FALSE,4.49,Everyone,Action,nan,2015-10-02 00:00:00,1.4,2.3
5528,CT-Stream Player,FAMILY,3,84,11000000,10000,TRUE,0,Everyone,Entertainment,nan,2016-11-21 00:00:00,3.4,3.0
5529,Results for CT Lottery,FAMILY,4,86,8600000,5000,TRUE,0,Teen,Entertainment,nan,2017-11-03 00:00:00,5.1,4.1
5530,Interactive CT and MRI Anatomy,MEDICAL,3,35,24000000,1000,FALSE,15.46,Everyone,Medical,nan,2015-05-27 00:00:00,2.0.3,2.2
5531,Dine In CT - Food Delivery,SHOPPING,5,4,1600000,1000,TRUE,0,Everyone,Shopping,nan,2016-05-16 00:00:00,1.3,4.0
5532,CT Checkout,FINANCE,5,1,8400000,50,TRUE,0,Everyone,Finance,nan,2017-04-20 00:00:00,1.2,4.2
5533,Radiological Anatomy For FRCR1,MEDICAL,4,12,44000000,100,FALSE,6.99,Everyone,Medical,nan,2014-01-22 00:00:00,1.3,4.0
5534,Radiology CT Viewer,MEDICAL,3,35,88000000,10000,TRUE,0,Everyone,Medical,nan,2018-01-20 00:00:00,2,4.0
5535,"CU: UPI Payments, Chat & Call",FINANCE,4,693,32000000,100000,TRUE,0,Teen,Finance,nan,2018-03-05 00:00:00,1.0.95,4.2
5536,CU of Colorado Mobile Banking,FINANCE,4,347,25000000,10000,TRUE,0,Everyone,Finance,nan,2018-06-02 00:00:00,4.11.100,4.1
5537,Tech CU Mobile Banking,FINANCE,4,853,27000000,10000,TRUE,0,Everyone,Finance,nan,2018-12-07 00:00:00,4.13.72,4.1
5538,My CU - Caucasus University,PRODUCTIVITY,4,48,7300000,1000,TRUE,0,Everyone,Productivity,nan,2017-11-22 00:00:00,1.2.3,4.1
5539,Service CU Mobile Banking,FINANCE,4,6208,14000000,100000,TRUE,0,Everyone,Finance,nan,2018-12-06 00:00:00,5.9.1.0,5.0
5540,Redwood CU v3.1.0,FINANCE,3,480,15000000,50000,TRUE,0,Everyone,Finance,nan,2018-05-24 00:00:00,3.1.0,4.0
5541,BayPort CU Mobile Banking,FINANCE,4,2374,16000000,10000,TRUE,0,Everyone,Finance,nan,2018-07-31 00:00:00,5.10.1.0,5.0
5542,CU SoCal Mobile Banking,FINANCE,4,253,25000000,10000,TRUE,0,Everyone,Finance,nan,2018-02-05 00:00:00,4.6.68,4.0.3
5543,Tropical Financial CU,FINANCE,4,1231,14000000,10000,TRUE,0,Everyone,Finance,nan,2018-12-06 00:00:00,5.9.1.0,5.0
5544,Travis CU,FINANCE,2,207,2900000,10000,TRUE,0,Everyone,Finance,nan,2018-02-16 00:00:00,1.0.0.9,4.4
5545,Commonwealth CU Go Mobile,FINANCE,4,231,18000000,10000,TRUE,0,Everyone,Finance,nan,2017-09-15 00:00:00,4.4.47,4.0.3
5546,Public Service CU Mobile,FINANCE,2,314,35000000,10000,TRUE,0,Everyone,Finance,nan,2017-03-14 00:00:00,6.5.32-prod,4.2
5547,Freedom CU,FINANCE,3,117,25000000,10000,TRUE,0,Everyone,Finance,nan,2018-06-22 00:00:00,6.5.82-prod,4.2
5548,Meritrust CU Mobile Banking,FINANCE,4,3661,14000000,50000,TRUE,0,Everyone,Finance,nan,2018-12-06 00:00:00,5.9.1.0,5.0
5549,Nusenda CU– Mobile Banking,FINANCE,3,805,6500000,50000,TRUE,0,Everyone,Finance,nan,2018-07-17 00:00:00,5.4.5,5.0
5550,Lake Michigan CU Mobile,FINANCE,4,732,5500000,50000,TRUE,0,Everyone,Finance,nan,2018-02-04 00:00:00,3.0.21,4.0
5551,Maps CU,FINANCE,3,256,28000000,10000,TRUE,0,Everyone,Finance,nan,2017-02-11 00:00:00,200,4.0.3
5552,Family Savings CU Mobile,FINANCE,4,323,17000000,10000,TRUE,0,Everyone,Finance,nan,2017-08-09 00:00:00,4.4.47,4.0.3
5553,FORUM Credit Union CU Online,FINANCE,4,196,7300000,10000,TRUE,0,Everyone,Finance,nan,2018-06-30 00:00:00,5.0.0,4.4
5554,Educators CU Mobile Banking,FINANCE,4,1992,24000000,50000,TRUE,0,Everyone,Finance,nan,2018-06-20 00:00:00,3000.5.3532,5.0
5555,Space Coast CU Mobile,FINANCE,3,922,2100000,100000,TRUE,0,Everyone,Finance,nan,2017-07-13 00:00:00,2.1.0.1108,2.3
5556,First Tech Federal CU,FINANCE,4,4290,24000000,50000,TRUE,0,Everyone,Finance,nan,2018-07-19 00:00:00,3000.5.3548,5.0
5557,Southland CU,FINANCE,3,109,2800000,10000,TRUE,0,Everyone,Finance,nan,2017-07-20 00:00:00,1.1,2.3
5558,Tech CU Card Manager,FINANCE,1,2,7200000,1000,TRUE,0,Everyone,Finance,nan,2017-07-25 00:00:00,1.0.1,4.0
5559,Numerica CU,FINANCE,3,472,8600000,50000,TRUE,0,Everyone,Finance,nan,2018-02-21 00:00:00,5.0.0,4.0
5560,Red River CU,FINANCE,3,343,2300000,10000,TRUE,0,Everyone,Finance,nan,2017-06-21 00:00:00,2.79,2.2
5561,Firefighters First CU,FINANCE,4,495,12000000,5000,TRUE,0,Everyone,Finance,nan,2018-01-05 00:00:00,5.7.1.0,5.0
5562,Navigator PRO - GPS Navigation with Offline Maps,TRAVEL_AND_LOCAL,3,892,70000000,50000,FALSE,2.49,Everyone,Travel & Local,nan,2018-01-08 00:00:00,1.08,4.0
5563,My Vodafone (GR),COMMUNICATION,3,12667,34000000,1000000,TRUE,0,Everyone,Communication,nan,2018-01-08 00:00:00,4.5.5.1-2090AL-REL,4.3
5564,HTC Transfer Tool,TOOLS,4,40907,2600000,5000000,TRUE,0,Everyone,Tools,nan,2017-07-27 00:00:00,6.0.932740,2.2
5565,Planet of Cubes Survival Craft,FAMILY,3,475944,35000000,10000000,TRUE,0,Everyone,Simulation,nan,2018-06-26 00:00:00,4.5.4,4.1
5566,Moto Rider,GAME,4,115176,24000000,10000000,TRUE,0,Teen,Racing,nan,2018-06-15 00:00:00,1.2.1,4.0
5567,Shadow Fight 2,GAME,4,10981850,88000000,100000000,TRUE,0,Everyone 10+,Action,nan,2018-02-07 00:00:00,1.9.38,3.0
5568,Crazy Wheels,GAME,4,121082,7000000,10000000,TRUE,0,Teen,Adventure,nan,2018-01-17 00:00:00,1.0.7,2.1
5569,Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4,4571,3900000,500000,TRUE,0,Everyone,Business,nan,2018-08-07 00:00:00,3.3,4.1
5570,CV Engineer - Free Resume Maker & CV Templates,BUSINESS,4,213,3800000,10000,TRUE,0,Everyone,Business,nan,2018-11-04 00:00:00,3.5.3,5.0
5571,CV Examples 2018,FAMILY,4,625,26000000,100000,TRUE,0,Everyone,Education,nan,2018-07-30 00:00:00,4.0,4.0.3
5572,Curriculum Vitae,BUSINESS,3,3757,5000000,1000000,TRUE,0,Everyone,Business,nan,2016-03-29 00:00:00,2.8,2.3.3
5573,Free resume builder CV maker templates PDF formats,BUSINESS,4,9555,4700000,1000000,TRUE,0,Everyone,Business,nan,2018-07-19 00:00:00,7.7,4.1
5574,Resume Builder - Free CV Maker & Premium Templates,BUSINESS,4,770,5600000,100000,TRUE,0,Everyone,Business,nan,2018-03-08 00:00:00,1.9,4.4
5575,Easy Cv maker 2018,BOOKS_AND_REFERENCE,3,88,5300000,10000,TRUE,0,Everyone,Books & Reference,nan,2018-03-31 00:00:00,1.1,4.0
5576,Resume PDF Maker / CV Builder,BUSINESS,4,2147,2200000,500000,TRUE,0,Everyone,Business,nan,2017-12-14 00:00:00,1.8,4.4
5577,Resume & CV Creator by Desygner,PRODUCTIVITY,4,48,26000000,5000,TRUE,0,Everyone,Productivity,nan,2018-07-23 00:00:00,2.11.1,5.0
5578,CV S ( CV Editor - Resume ),BUSINESS,4,3972,5600000,100000,TRUE,0,Teen,Business,nan,2018-06-25 00:00:00,5.1.14,4.0
5579,CV Formats 2018,FAMILY,4,374,26000000,100000,TRUE,0,Everyone,Education,nan,2017-09-10 00:00:00,1.0,4.0.3
5580,CV Maker Pro,BUSINESS,3,113,8600000,10000,TRUE,0,Everyone,Business,nan,2018-09-06 00:00:00,3.4.3,4.1
5581,Free CV Creator,TOOLS,3,37,21000000,10000,TRUE,0,Everyone,Tools,nan,2018-07-18 00:00:00,1.3,4.4
5582,"Job CV Maker-Portfolio Maker , Resume Maker",FAMILY,3,139,4800000,50000,TRUE,0,Everyone,Education,nan,2018-07-16 00:00:00,2.1,4.0.3
5583,Resume Builder and CV maker app,PRODUCTIVITY,4,2303,15000000,100000,TRUE,0,Everyone,Productivity,nan,2018-02-08 00:00:00,8.9.2.pro,4.0.3
5584,HOW TO WRITE A CV,BUSINESS,4,489,20000000,100000,TRUE,0,Everyone,Business,nan,2018-06-27 00:00:00,14.0,4.0.3
5585,CV EXAMPLES,BUSINESS,4,423,20000000,100000,TRUE,0,Everyone,Business,nan,2018-07-06 00:00:00,11.0,4.0.3
5586,Cv maker / Job cv maker,FAMILY,4,14,5500000,1000,TRUE,0,Everyone,Education,nan,2018-03-27 00:00:00,1.0,4.0
5587,"Resume Builder Free, CV Maker & Resume Templates",BUSINESS,4,20921,5700000,1000000,TRUE,0,Everyone,Business,nan,2018-11-01 00:00:00,4.0.3,4.1
5588,"Free Professional Resume Builder, CV, Cover Letter",BUSINESS,4,831,11000000,50000,TRUE,0,Everyone,Business,nan,2018-06-13 00:00:00,1.3.2.9,4.0
5589,Resume Free,PRODUCTIVITY,4,27820,4700000,1000000,TRUE,0,Everyone,Productivity,nan,2018-07-29 00:00:00,2.1,2.3.3
5590,How to Write CV,BOOKS_AND_REFERENCE,4,244,4099999,100000,TRUE,0,Everyone,Books & Reference,nan,2016-04-22 00:00:00,1.0.0,4.0
5591,"Super Resume Builder Pro, CV",BUSINESS,4,244,6900000,1000,FALSE,4.99,Everyone,Business,nan,2017-08-17 00:00:00,4.38,2.3
5592,Free Resume Builder – CV Maker,BUSINESS,4,25,12000000,5000,TRUE,0,Everyone,Business,nan,2018-09-06 00:00:00,1.5,4.4
5593,CV Builder,BUSINESS,3,203,5900000,10000,TRUE,0,Everyone,Business,nan,2016-09-30 00:00:00,2.2.1.0,2.3
5594,Curriculum Vitae - Resume CV,PRODUCTIVITY,2,80,2200000,10000,TRUE,0,Everyone,Productivity,nan,2017-11-05 00:00:00,2.129.12,4.1
5595,"Resume Maker:Free CV Maker,Templates Builder",BUSINESS,4,715,7100000,100000,TRUE,0,Everyone,Business,nan,2018-01-08 00:00:00,1.8,4.0.3
5596,Resume Builder / CV Maker & Templates,BUSINESS,4,25,7900000,5000,TRUE,0,Everyone,Business,nan,2018-01-19 00:00:00,1.0.3,4.0.3
5597,CV maker for Job Applications and Resume Maker,TOOLS,4,75,25000000,10000,TRUE,0,Everyone,Tools,nan,2018-01-31 00:00:00,1.1,4.0
5598,CV Templates 2018,FAMILY,4,13,26000000,5000,TRUE,0,Everyone,Education,nan,2017-09-10 00:00:00,1.1,4.0.3
5599,Job CV Maker & Portfolio Maker,FAMILY,4,593,4900000,100000,TRUE,0,Everyone,Education,nan,2018-01-01 00:00:00,1.0.2,3.0
5600,CV Maker for Job Applications:Photo Resume Builder,TOOLS,4,114,25000000,10000,TRUE,0,Everyone,Tools,nan,2018-09-06 00:00:00,1.5,4.0
5601,CV Creator,FAMILY,4,31,8300000,10000,TRUE,0,Everyone,Education,nan,2018-08-01 00:00:00,1.2.1,4.2
5602,Resume ( CV Editor ),BUSINESS,4,416,6000000,10000,TRUE,0,Everyone,Business,nan,2018-06-30 00:00:00,1.2,4.0
5603,CV Maker,PERSONALIZATION,3,114,3000000,10000,TRUE,0,Everyone,Personalization,nan,2016-03-18 00:00:00,1.02,4.0.3
5604,Resume Maker - Creator,BUSINESS,4,740,19000000,50000,TRUE,0,Everyone,Business,nan,2018-04-08 00:00:00,1.1.2,4.0.3
5605,CV Builder for Smart Resumes,BUSINESS,3,22,4099999,1000,TRUE,0,Everyone,Business,nan,2017-05-23 00:00:00,1.9,4.0.3
5606,CV-RECORD Pro,COMMUNICATION,2,42,6000000,1000,FALSE,0.99,Everyone,Communication,nan,2017-12-01 00:00:00,1.0.5,4.1
5607,CV-Library Job Search,BUSINESS,4,6997,4600000,100000,TRUE,0,Everyone,Business,nan,2018-06-07 00:00:00,6.8.0,4.1
5608,CV Samples 2018,BUSINESS,4,34,26000000,10000,TRUE,0,Everyone,Business,nan,2017-10-10 00:00:00,1.0,4.0.3
5609,"Easy Resume Builder, Resume help, Curriculum vitae",TOOLS,4,996,10000000,50000,TRUE,0,Everyone,Tools,nan,2017-09-28 00:00:00,2.3,4.0.3
5610,Resume / CV,BUSINESS,3,125,5000000,10000,TRUE,0,Everyone,Business,nan,2015-12-28 00:00:00,2.0,2.3.3
5611,VisualCV Resume Builder,BUSINESS,4,2555,16000000,100000,TRUE,0,Everyone,Business,nan,2017-02-06 00:00:00,2.5.0,4.4
5612,Resume Maker / CV creator & Templates,TOOLS,4,54,22000000,5000,TRUE,0,Everyone,Tools,nan,2018-04-15 00:00:00,1.0.6,4.0.3
5613,Resume Builder - Curriculum Vitae & Resume Maker,BUSINESS,4,12,8100000,5000,TRUE,0,Everyone,Business,nan,2018-07-06 00:00:00,1.9,4.0.3
5614,The CW,FAMILY,4,288209,21000000,5000000,TRUE,0,Teen,Entertainment,nan,2018-07-23 00:00:00,2.17,4.4
5615,CW Seed,FAMILY,4,16391,13000000,500000,TRUE,0,Teen,Entertainment,nan,2018-07-18 00:00:00,1.16,4.4
5616,The CW TV app,FAMILY,3,24,4800000,5000,TRUE,0,Everyone,Entertainment,nan,2018-07-28 00:00:00,1.1,3.2
5617,CW TV,NEWS_AND_MAGAZINES,1,367,6100000,50000,TRUE,0,Everyone,News & Magazines,nan,2018-02-03 00:00:00,1.7,4.0
5618,The CW TN app 2018,FAMILY,2,54,4300000,10000,TRUE,0,Everyone,Entertainment,nan,2018-04-30 00:00:00,1.0,3.2
5619,Archie Comics,COMICS,3,5084,6200000,100000,TRUE,0,Everyone,Comics,nan,2018-06-19 00:00:00,2.2.0,4.3
5620,2 Amateur ham radio CW Morse code practice keys TX,COMMUNICATION,4,6,3500000,100,FALSE,1.49,Everyone,Communication,nan,2018-05-03 00:00:00,1.0.9,1.6
5621,Cartoon Wars: Blade,GAME,4,165656,38000000,5000000,TRUE,0,Teen,Arcade,nan,2018-07-02 00:00:00,1.1.0,2.3
5622,FANDOM: Arrow and The Flash,FAMILY,4,3935,9500000,100000,TRUE,0,Mature 17+,Entertainment,nan,2018-07-06 00:00:00,2.9.8,4.4
5623,CW Beacon for Ham Radio,COMMUNICATION,4,10,516000,100,FALSE,1.49,Everyone,Communication,nan,2015-01-22 00:00:00,KM,1.6
5624,IZ2UUF Morse Koch CW,COMMUNICATION,4,649,837000,50000,TRUE,0,Everyone,Communication,nan,2013-08-08 00:00:00,1.0.013,2.1
5625,Morse Decoder for Ham Radio,COMMUNICATION,3,166,2000000,5000,FALSE,4.99,Everyone,Communication,nan,2017-03-14 00:00:00,1.52,2.3
5626,C W Browser,COMMUNICATION,4,14,17000000,100,TRUE,0,Everyone,Communication,nan,2017-10-28 00:00:00,1.0,4.0
5627,Canon CameraWindow,PHOTOGRAPHY,3,12204,6800000,1000000,TRUE,0,Everyone,Photography,nan,2017-03-14 00:00:00,1.5.2.21,2.3.3
5628,Saiyan Of CW,FAMILY,3,5,1100000,500,TRUE,0,Everyone,Role Playing,nan,2018-07-31 00:00:00,2.0.10,4.0.3
5629,CW Studio ®,COMMUNICATION,3,9,780000,100,FALSE,0.99,Everyone,Communication,nan,2015-05-19 00:00:00,1.2,2.3.3
5630,20WPM Amateur ham radio Koch CW Morse code trainer,COMMUNICATION,4,12,3700000,100,FALSE,1.49,Everyone,Communication,nan,2018-05-22 00:00:00,3.0.4,2.1
5631,Morse Trainer for Ham Radio,COMMUNICATION,4,265,2600000,10000,FALSE,2.99,Everyone,Communication,nan,2018-06-01 00:00:00,2.28,2.3
5632,The Church at CW,LIFESTYLE,4,2,7800000,100,TRUE,0,Teen,Lifestyle,nan,2018-06-25 00:00:00,3.8.0,4.1
5633,Morse Machine for Ham Radio,COMMUNICATION,4,341,9600000,5000,FALSE,0.99,Everyone,Communication,nan,2015-02-20 00:00:00,iu4,2.0
5634,Morse Player,FAMILY,5,12,2400000,100,FALSE,1.99,Everyone,Education,nan,2017-01-23 00:00:00,2.1.1,3.0
5635,My CW,TOOLS,3,1,55000000,100,TRUE,0,Everyone,Tools,nan,2016-10-27 00:00:00,2.35.1,4.1
5636,30WPM Amateur ham radio Koch CW Morse code trainer,FAMILY,5,1,3700000,10,FALSE,1.49,Everyone,Education,nan,2018-05-18 00:00:00,2.0.2,2.1
5637,DC All Access,FAMILY,4,12639,96000000,500000,TRUE,0,Teen,Entertainment,nan,2017-10-17 00:00:00,3.5,4.1
5638,Koch Morse Trainer Pro,COMMUNICATION,4,94,1100000,1000,FALSE,2.49,Everyone,Communication,nan,2015-02-14 00:00:00,2.1.1,2.2
5639,Morse Code Reader,COMMUNICATION,3,1436,20000,100000,TRUE,0,Everyone,Communication,nan,2013-08-26 00:00:00,1.0,1.6
5640,CW Nuclear,BOOKS_AND_REFERENCE,3,15,12000000,1000,TRUE,0,Everyone,Books & Reference,nan,2017-11-17 00:00:00,1.2,4.0
5641,CW Deposit,BUSINESS,3,4,498000,1000,TRUE,0,Everyone,Business,nan,2014-06-02 00:00:00,2.1.5,2.1
5642,Hallmark Channel Everywhere,FAMILY,4,6784,13000000,500000,TRUE,0,Everyone,Entertainment,nan,2017-08-30 00:00:00,2.3.0,4.4
5643,Morse Player Free,FAMILY,4,268,4200000,50000,TRUE,0,Everyone,Education,nan,2017-01-23 00:00:00,2.1.1,3.0
5644,News 8 San Diego,NEWS_AND_MAGAZINES,4,1137,11000000,50000,TRUE,0,Everyone,News & Magazines,nan,2018-07-23 00:00:00,5.5.0,4.3
5645,Learn Morse Code - G0HYN Learn Morse,COMMUNICATION,4,27,600000,5000,TRUE,0,Everyone,Communication,nan,2018-08-05 00:00:00,5.0,2.2
5646,SYFY,FAMILY,3,3069,18000000,500000,TRUE,0,Teen,Entertainment,nan,2018-05-24 00:00:00,3.3.1.41,4.4
5647,Morse Notifier Free,TOOLS,4,79,3000000,1000,TRUE,0,Everyone,Tools,nan,2017-08-11 00:00:00,2.9.9,4.0.3
5648,AMC,FAMILY,3,20843,14000000,1000000,TRUE,0,Teen,Entertainment,nan,2018-02-08 00:00:00,3.3.85 (2),4.4
5649,Cartoon Wars 3,FAMILY,4,137674,72000000,5000000,TRUE,0,Teen,Role Playing,nan,2018-04-07 00:00:00,2.0.2,2.3
5650,Oracle CX Cloud Mobile,BUSINESS,4,48,54000000,5000,TRUE,0,Everyone,Business,nan,2018-07-07 00:00:00,11.13.18.05.07.03,4.4
5651,CX-10WiFi,FAMILY,4,1419,12000000,100000,TRUE,0,Everyone,Casual,nan,2017-10-25 00:00:00,2.5_16,4.0
5652,CX-OF,FAMILY,4,18,37000000,1000,TRUE,0,Everyone,Entertainment,nan,2018-01-31 00:00:00,7.2.1,4.3
5653,cx-32wifi,FAMILY,4,62,6500000,10000,TRUE,0,Everyone,Entertainment,nan,2015-11-14 00:00:00,1.4,2.2
5654,CX-17WIFI,FAMILY,4,49,6600000,10000,TRUE,0,Everyone,Entertainment,nan,2018-03-21 00:00:00,2.3,4.3
5655,Cathay Pacific,TRAVEL_AND_LOCAL,3,4069,50000000,1000000,TRUE,0,Everyone,Travel & Local,nan,2018-07-25 00:00:00,6.6.1,4.3
5656,Cx File Explorer,TOOLS,4,175,4300000,10000,TRUE,0,Everyone,Tools,nan,2018-07-28 00:00:00,1.0.7,5.0
5657,cx-33wifi,FAMILY,4,63,7600000,10000,TRUE,0,Everyone,Entertainment,nan,2015-11-14 00:00:00,1.4,2.2
5658,CX-WiFi720P,FAMILY,3,47,5500000,10000,TRUE,0,Everyone,Entertainment,nan,2015-11-14 00:00:00,2.0,2.2
5659,CX-60,FAMILY,3,19,94000000,1000,TRUE,0,Everyone,Casual,nan,2017-09-05 00:00:00,1.6,2.3
5660,ACTIVEON CX & CX GOLD,VIDEO_PLAYERS,3,439,35000000,50000,TRUE,0,Everyone,Video Players & Editors,nan,2016-04-03 00:00:00,0.7.9,4.0
5661,CX North America,BUSINESS,3,10,55000000,500,TRUE,0,Everyone,Business,nan,2018-03-14 00:00:00,1.2,4.0
5662,CX-10DS,FAMILY,3,12,11000000,1000,TRUE,0,Everyone,Casual,nan,2017-09-15 00:00:00,1.5_6,4.0
5663,CX-37,FAMILY,3,13,12000000,1000,TRUE,0,Everyone,Casual,nan,2016-05-30 00:00:00,1.3_4,3.0
5664,Avaya CX,BUSINESS,4,21,21000000,1000,TRUE,0,Everyone,Business,nan,2018-07-25 00:00:00,v6.7.14,5.0
5665,TI-Nspire CX Calculator Manual,FAMILY,3,11,27000000,500,FALSE,4.99,Everyone,Education,nan,2018-07-21 00:00:00,1.3.0,4.1
5666,CX_WiFiUFO,SPORTS,3,818,5300000,100000,TRUE,0,Everyone,Sports,nan,2016-08-06 00:00:00,4.4_23,4.0
5667,CX watcher,FAMILY,4,4,30000000,500,TRUE,0,Everyone,Casual,nan,2018-06-21 00:00:00,1.5_6,4.1
5668,Theme For Techno Camon CX,PERSONALIZATION,4,42,10000000,5000,TRUE,0,Everyone,Personalization,nan,2017-10-05 00:00:00,1.0.,4.0
5669,Theme for Tecno Camon CX / C8,LIFESTYLE,4,147,9800000,10000,TRUE,0,Everyone,Lifestyle,nan,2017-02-05 00:00:00,1.0.1,4.0
5670,Oración CX,LIFESTYLE,5,103,3800000,5000,TRUE,0,Everyone,Lifestyle,nan,2017-12-09 00:00:00,5.1.10,4.1
5671,CX-40,FAMILY,3,2,33000000,100,TRUE,0,Everyone,Entertainment,nan,2017-12-14 00:00:00,3.0,4.0
5672,Ring,COMMUNICATION,3,517,35000000,10000,TRUE,0,Everyone,Communication,nan,2018-06-08 00:00:00,20180805,4.4
5673,cx advance call blocker,PERSONALIZATION,5,3,3400000,50,TRUE,0,Everyone,Personalization,nan,2018-09-04 00:00:00,1.0,4.0
5674,CX Ram Booster,TOOLS,3,12,2500000,500,TRUE,0,Everyone,Tools,nan,2017-02-06 00:00:00,1.0,2.2
5675,CXmodel-ufo,FAMILY,3,19,12000000,1000,TRUE,0,Everyone,Entertainment,nan,2017-01-19 00:00:00,2.1,2.2
5676,Secret Codes For Android,TOOLS,3,6060,592000,500000,TRUE,0,Everyone,Tools,nan,2016-04-02 00:00:00,2.0,2.1
5677,Absolute RC Heli Simulator,SPORTS,3,654,50000000,10000,FALSE,4.99,Everyone,Sports,nan,2017-12-20 00:00:00,3.29,4.1
5678,WiFi FPV,FAMILY,3,316,19000000,100000,TRUE,0,Everyone,Entertainment,nan,2017-01-06 00:00:00,1.8,2.2
5679,go41cx,FAMILY,4,171,1000000,1000,FALSE,10,Everyone,Education,nan,2016-10-18 00:00:00,1.7.0,2.2
5680,Freecell CY,GAME,4,387,1100000,50000,TRUE,0,Everyone,Card,nan,2011-04-16 00:00:00,1.3.3,1.6
5681,Cytus II,GAME,4,16851,81000000,100000,FALSE,1.99,Everyone 10+,Music,nan,2018-03-08 00:00:00,1.5.0,4.4
5682,Cy-Reader,FAMILY,4,17,15000000,100,TRUE,0,Everyone,Education,nan,2018-03-08 00:00:00,1.7,4.2
5683,Cy-Fair FCU Mobile Banking,FINANCE,4,439,13000000,5000,TRUE,0,Everyone,Finance,nan,2018-01-30 00:00:00,5.7.1.0,5.0
5684,Cytus,GAME,4,541732,20000000,5000000,TRUE,0,Everyone,Music,nan,2018-09-02 00:00:00,10.0.10,2.3
5685,Cy-Ranch,NEWS_AND_MAGAZINES,4,27,7100000,500,TRUE,0,Everyone,News & Magazines,nan,2018-06-05 00:00:00,7.5.0,4.1
5686,Recycling Cy,LIFESTYLE,4,47,4500000,1000,TRUE,0,Everyone,Lifestyle,nan,2017-02-08 00:00:00,2.0,3.2
5687,CY.SEND Online Top Up,FINANCE,3,191,10000000,10000,TRUE,0,Everyone,Finance,nan,2018-01-25 00:00:00,4.5.6,4.0
5688,Alpha Bank CY,FINANCE,4,39,20000000,1000,TRUE,0,Everyone,Finance,nan,2018-03-20 00:00:00,1.11,4.3
5689,Cy Messenger,COMMUNICATION,4,4,8100000,100,TRUE,0,Everyone,Communication,nan,2014-08-30 00:00:00,1.3.0,2.3.3
5690,Igitabo cy'Indirimbo,FAMILY,4,93,1600000,50000,TRUE,0,Everyone,Entertainment,nan,2018-05-02 00:00:00,INDIRIMBO V.2014.002,1.6
5691,Doctor Finder CY,MEDICAL,4,57,6100000,1000,TRUE,0,Everyone,Medical,nan,2015-11-11 00:00:00,1.7,3.0
5692,Eshopcy.com.cy,SHOPPING,4,182,4900000,5000,TRUE,0,Everyone,Shopping,nan,2018-03-08 00:00:00,1.3,2.2
5693,Cy-Fair VFD EMS Protocols,MEDICAL,5,2,20000000,100,TRUE,0,Everyone 10+,Medical,nan,2017-09-21 00:00:00,1.8.3,4.1
5694,Cy-Fair Christian Church,LIFESTYLE,5,2,9300000,100,TRUE,0,Everyone,Lifestyle,nan,2017-03-08 00:00:00,24.8.1,4.1
5695,Shadowverse CCG,GAME,4,47340,61000000,1000000,TRUE,0,Teen,Card,nan,2018-07-30 00:00:00,2.2.15,4.1
